comfort_level,time_video,yolo_count_sum
5,67.315,25
"4,499999",114.323,64
5,164.137,93
"3,999999",215.432,143
"4,000001",268.008,153
"3,999999",322.917,154
"3,5",391.315,199
3,448.196,186
