comfort_level,time_video,yolo_count_sum
5,61.538,8
"4,799999",112.08,16
"4,699998",162.037,14
"4,599999",213.979,13
"4,599999",261.937,24
"4,4",306.997,33
"4,499999",360.362,45
"4,5",411.229,48
