comfort_level,time_video,yolo_count_sum
"4,4",79.074,3
4,124.452,11
4,169.506,9
"3,8",215.177,14
"3,8",263.051,23
"3,6",317.972,18
"3,5",363.678,17
"3,5",408.761,21
