comfort_level,time_video,yolo_count_sum
"4,9",64.551,3
3,110.058,12
"2,7",161.795,22
"2,5",211.181,18
"2,5",261.427,23
"2,5",312.219,53
"2,200001",360.501,28
"2,2",410.24,37
