comfort_level,time_video,yolo_count_sum
"4,399999",63.755,11
"4,399999",108.028,25
"4,299999",152.213,23
"4,599999",196.531,47
"4,499999",240.717,51
"4,599999",284.065,54
"4,5",329.614,59
"4,4",373.137,42
"4,5",417.997,51
