comfort_level,time_video,yolo_count_sum
"4,2",66.774,1
4,112.705,10
4,168.839,17
"3,4",212.204,16
"3,4",257.679,33
"3,4",321.336,12
"3,2",364.411,16
"3,1",407.729,24
"2,8",454.746,26
