comfort_level,time_video,yolo_count_sum
"4,5",61.087,2
"4,5",105.103,10
"4,3",148.313,27
"4,4",190.756,17
"3,2",243.646,17
3,285.352,42
"2,7",329.828,37
"2,6",375.114,28
