comfort_level,time_video,yolo_count_sum
5,75.011,10
"4,499999",126.192,15
4,176.791,33
"3,999999",225.92,32
"3,999999",302.048,51
"3,5",349.666,28
3,395.745,34
"2,6",441.72,33
