comfort_level,time_video,yolo_count_sum
"4,599999",59.347,27
"4,3",138.081,70
4,188.165,79
"3,5",246.127,93
"3,2",329.034,120
"3,6",403.132,198
"3,4",451.221,152
"3,799999",497.705,151
