comfort_level,time_video,yolo_count_sum
4,64.658,8
"3,6",123.012,11
3,206.458,67
"2,5",255.076,34
"2,5",301.934,31
"2,5",350.143,37
"2,5",398.483,29
"2,5",445.997,37
