comfort_level,time_video,yolo_count_sum
5,62.808,4
"4,5",129.217,33
"3,4",181.511,34
"2,8",241.503,45
"2,300001",303.38,47
"2,000001",364.292,48
"1,900001",466.778,114
"1,600001",521.408,49
