comfort_level,time_video,yolo_count_sum
"3,2",116.897,16
"3,1",166.377,27
3,208.729,79
"2,5",253.33,126
"2,200001",310.467,115
2,357.487,85
2,404.66,236
"1,900001",463.734,269
