comfort_level,time_video,yolo_count_sum
"4,499999",67.776,0
"4,299999",135.629,5
"3,5",180.819,10
"3,3",226.075,17
"3,3",304.945,25
"2,5",350.688,18
"2,5",396.258,21
"2,5",442.022,22
