comfort_level,time_video,yolo_count_sum
"4,1",71.898,16
"4,099999",124.099,49
"4,099999",173.472,73
"4,099999",219.804,92
"3,999999",271.075,110
"3,899999",317.804,91
"4,099999",364.479,85
4,411.051,68
