comfort_level,time_video,yolo_count_sum
"4,1",108.017,7
"4,2",164.805,17
"4,099999",231.536,35
"4,099999",293.359,64
"4,099999",340.045,48
"4,099999",394.186,54
"4,1",438.395,38
"4,099999",483.101,56
"4,099999",540.414,44
