comfort_level,time_video,yolo_count_sum
"4,5",96.945,69
"4,5",140.996,123
"4,4",195.977,143
"4,3",240.735,158
"4,3",285.221,174
"4,3",339.893,214
"4,2",384.634,201
"4,2",428.911,266
"4,2",476.22,138
