comfort_level,time_video,yolo_count_sum
5,65.503,27
"4,699999",121.823,67
"4,199999",165.024,120
"4,9",207.726,177
"4,7",252.638,153
"4,3",295.539,180
"4,799999",343.623,150
"4,9",388.354,234
