comfort_level,time_video,yolo_count_sum
"2,7",68.755,12
"2,5",115.795,18
"2,400001",166.418,30
"1,5",210.573,33
"1,3",255.044,41
"1,1",300.295,59
1,349.23,64
1,397.608,55
1,443.972,21
