comfort_level,time_video,yolo_count_sum
3,63.171,4
"2,5",107.988,10
"2,000001",153.356,21
"1,5",197.582,19
1,242.739,30
1,285.607,25
1,329.434,26
1,372.806,16
1,416.142,20
