comfort_level,time_video,yolo_count_sum
5,58.005,22
5,100.639,39
5,145.496,60
"4,6",190.198,94
4,240.957,105
"3,799999",288.11,130
3,329.743,155
"3,499999",377.102,116
3,419.158,147
