comfort_level,time_video,yolo_count_sum
5,63.736,7
"4,299999",108.336,11
"4,199999",153.057,10
"4,199999",199.822,9
"4,099999",249.352,27
"3,799999",298.422,40
"3,599999",346.615,5
"3,4",391.214,12
