comfort_level,time_video,yolo_count_sum
"4,6",75.508,44
4,124.086,155
"3,5",175.713,211
3,218.543,326
"2,5",270.162,327
"2,6",320.574,202
"2,6",365.051,166
"2,5",415.208,199
