comfort_level,time_video,yolo_count_sum
"2,200001",62.951,18
"2,000001",111.102,49
"1,6",159.095,97
"1,6",204.318,92
"1,3",257.629,64
1,311.101,136
1,352.668,101
1,437.581,207
