comfort_level,time_video,yolo_count_sum
"3,5",62.234,28
3,103.437,77
"2,7",151.379,87
"2,5",196.126,127
"2,5",240.577,91
"2,400001",282.834,119
"2,3",335.774,210
2,380.025,181
