comfort_level,time_video,yolo_count_sum
"3,5",65.42,2
"3,5",108.727,6
"3,5",152.641,15
"3,5",197.805,12
"3,5",241.896,12
"3,4",289.346,17
"3,5",332.556,10
"3,5",377.197,4
