comfort_level,time_video,yolo_count_sum
5,58.962,26
5,103.112,92
5,145.884,111
"4,4",193.94,171
"4,299999",237.254,129
"4,199999",282.385,110
"4,099999",335.719,257
"3,899999",389.26,194
