comfort_level,time_video,yolo_count_sum
"3,599999",69.591,35
"3,3",121.568,75
"2,8",174.216,123
"2,7",236.292,144
"2,6",283.327,135
"2,4",334.701,141
"2,200001",397.142,182
"2,6",451.806,161
