comfort_level,time_video,yolo_count_sum
"4,099999",84.566,17
"4,099999",136.552,61
"4,1",193.539,94
"4,099999",255.085,47
"4,099999",303.622,61
"4,1",348.845,59
"4,099999",395.44,56
"4,099999",442.236,65
