comfort_level,time_video,yolo_count_sum
"3,799999",67.831,39
"3,699999",112.118,86
"3,8",155.823,61
"3,8",200.926,132
"3,799999",248.085,112
"3,8",292.285,107
"3,8",334.904,83
"3,9",376.743,54
"3,9",429.213,44
