comfort_level,time_video,yolo_count_sum
4,67.258,27
"3,999999",120.372,123
"3,5",166.208,129
"3,5",225.171,213
3,281.686,216
"2,7",334.598,267
"2,4",382.861,252
"2,300001",432.339,282
"2,300001",484.812,214
