comfort_level,time_video,yolo_count_sum
"4,5",61.64,12
"4,5",111.469,18
4,158.276,30
"3,5",203.007,50
"3,5",250.618,61
"3,5",299.385,72
"3,5",344.612,85
"3,5",387.429,82
"3,5",432.208,115
3,478.49,76
