comfort_level,time_video,yolo_count_sum
"3,999999",59.73,14
3,106.059,26
3,147.79,27
"2,5",192.828,38
"2,6",238.225,37
"2,8",284.886,56
"2,7",327.947,42
"2,400001",379.34,44
