comfort_level,time_video,yolo_count_sum
"3,3",91.384,24
3,143.926,14
3,188.194,18
3,231.101,25
"2,5",282.608,44
"2,400001",329.504,54
"1,9",379.391,44
"1,800001",433.776,94
