comfort_level,time_video,yolo_count_sum
"4,199999",108.31,19
"3,599999",170.755,17
3,216.686,17
3,260.362,22
"2,7",309.207,34
"2,6",368.126,42
"2,400001",416.329,77
"2,4",470.303,112
