comfort_level,time_video,yolo_count_sum
"4,199999",75.311,37
"3,9",130.784,81
"3,3",203.548,184
"3,1",269.853,291
"1,8",312.968,165
"1,800001",383.203,212
"1,2",428.042,206
1,471.945,194
