comfort_level,time_video,yolo_count_sum
"3,5",70.322,7
"3,3",116.606,20
3,159.155,16
"2,8",206.933,40
"2,6",253.858,40
"2,200001",301.707,34
"2,4",347.356,51
"2,000001",394.573,34
"1,800001",447.54,40
