comfort_level,time_video,yolo_count_sum
5,77.086,11
5,134.282,41
"3,999999",186.172,64
"3,999999",230.009,109
"3,999999",277.648,92
"3,999999",324.002,101
"3,999999",370.296,69
"3,999999",416.897,103
