comfort_level,time_video,yolo_count_sum
4,65.793,6
4,115.067,14
"3,7",165.149,22
"3,4",210.45,26
3,255.786,27
"2,8",300.633,38
"3,3",356.245,38
"3,5",402.232,19
"3,799999",447.887,32
