comfort_level,time_video,yolo_count_sum
5,68.355,10
"4,499999",118.072,37
"4,5",163.565,69
"4,499999",209.153,85
"4,499999",254.755,108
"4,5",300.643,118
"4,5",344.84,86
"4,5",388.894,105
