comfort_level,time_video,yolo_count_sum
5,62.852,6
"4,9",110.051,36
"4,9",154.985,58
"4,9",200.406,118
"4,9",244.041,78
"4,599999",289.225,106
"4,6",335.352,127
"4,8",381.037,199
