comfort_level,time_video,yolo_count_sum
5,67.08,40
"4,799999",136.033,175
"4,5",186.296,197
"4,199999",232.456,276
4,281.46,206
"3,5",327.159,186
"3,4",373.183,194
"1,600001",424.354,254
