comfort_level,time_video,yolo_count_sum
"4,999999",76.428,2
"4,7",128.519,17
4,175.414,24
4,221.096,33
"3,5",272.02,46
"3,999999",321.422,40
"3,6",368.634,35
"3,5",414.814,30
