comfort_level,time_video,yolo_count_sum
"3,9",84.213,17
"3,8",138.761,45
3,181.161,54
"2,5",241.102,61
"2,4",291.435,90
2,392.512,138
"1,6",468.199,138
"1,5",515.065,120
