comfort_level,time_video,yolo_count_sum
5,63.492,10
"4,9",135.756,31
"3,866657",194.576,36
"4,499999",239.858,33
"4,599999",289.553,49
"4,599999",336.493,54
"4,5",381.452,43
"4,599999",426.771,34
