comfort_level,time_video,yolo_count_sum
"4,799999",67.419,14
"4,4",112.814,15
"3,699999",159.436,21
"3,5",207.591,17
"3,5",254.465,28
"3,4",300.897,36
"3,3",345.692,26
3,390.008,39
