comfort_level,time_video,yolo_count_sum
"2,7",64.732,16
"2,6",109.185,53
"2,5",167.712,114
"2,5",217.447,119
"2,5",264.706,141
"2,5",331.736,184
"2,5",449.767,375
"2,5",519.174,281
