comfort_level,time_video,yolo_count_sum
5,60.564,10
"4,7",107.358,33
"4,4",151.658,64
"4,299999",194.882,119
"4,2",239.6,86
4,309.55,109
"3,899999",353.349,98
"3,4",401.897,112
