comfort_level,time_video,yolo_count_sum
3,67.847,57
"2,9",112.524,73
"2,7",156.302,115
"2,5",199.988,151
"2,3",249.0,140
"2,000001",297.988,165
"1,9",361.746,295
"1,7",408.777,152
