Environment,Participant,Acceptance Value,Density Value
Urban Sensing,O23,4,0.6802721
Urban Sensing,O23,1,2.204082
Urban Sensing,O22,4,0.6802721
Urban Sensing,O22,4,2.204082
Urban Sensing,O22,4,3.731778
Urban Sensing,O22,4,5.442177
Urban Sensing,O22,4,7.050093
Urban Sensing,O22,3,8.477237
Urban Sensing,O22,3,9.523809
Urban Sensing,O22,1,10.34814
Urban Sensing,O21,5,0.6802721
Urban Sensing,O21,5,2.204082
Urban Sensing,O21,4,3.731778
Urban Sensing,O21,4,5.442177
Urban Sensing,O21,4,7.050093
Urban Sensing,O21,4,8.477237
Urban Sensing,O21,4,9.523809
Urban Sensing,O21,3,10.32413
Urban Sensing,O20,4,0.6802721
Urban Sensing,O20,4,2.204082
Urban Sensing,O20,4,3.731778
Urban Sensing,O20,1,5.442177
Urban Sensing,O19,4,0.6802721
Urban Sensing,O19,3,2.204082
Urban Sensing,O19,1,3.731778
Urban Sensing,O18,2,0.6802721
Urban Sensing,O18,1,2.204082
Urban Sensing,O17,4,0.6802721
Urban Sensing,O17,4,2.204082
Urban Sensing,O17,4,3.731778
Urban Sensing,O17,3,5.442177
Urban Sensing,O17,4,7.050093
Urban Sensing,O17,4,8.477237
Urban Sensing,O17,4,9.551021
Urban Sensing,O17,4,10.34814
Urban Sensing,D01,5,0.6802721
Urban Sensing,D01,4,2.204082
Urban Sensing,D01,4,3.790087
Urban Sensing,D01,4,5.442177
Urban Sensing,D01,4,7.050093
Urban Sensing,D01,4,8.477237
Urban Sensing,D01,4,9.551021
Urban Sensing,D01,4,10.34814
